transaction_date,card_name,customer_id,account_number,merchant_name,mcc_code,transaction_amount
10/16/2021,Citi Cash Back,C126069,A1234000105,Google Play,5944,72.5
4/10/2021,Citi Cash Back,C123847,A1234000105,Booking.com,5812,65.8
8/19/2021,Citi Cash Back,C174270,A1234000105,Flipkart,4121,62
4/18/2021,Citi Cash Back,C190870,A1234000105,1mg,5732,26.8
9/12/2021,Citi Cash Back,C120697,A1234000105,PhonePe,4511,48.18
5/3/2021,Citi Cash Back,C196070,A1234000105,Paytm,4722,82.9
5/30/2021,Citi Cash Back,C154966,A1234000105,Malabar Gold,5732,33.6
4/5/2021,Citi Cash Back,C135614,A1234000105,Yatra,7832,17.5
8/21/2021,Citi Cash Back,C190026,A1234000105,ITC Hotels,4722,72.3
9/22/2021,Citi Cash Back,C164907,A1234000105,Uber,7011,78.47
4/23/2021,Citi Cash Back,C152082,A1234000105,KFC,5732,85.4
9/2/2021,Citi Cash Back,C178657,A1234000105,PharmEasy,7011,66.2
4/2/2021,Citi Cash Back,C163651,A1234000105,AJIO,5311,37.1
8/16/2021,Citi Cash Back,C154014,A1234000105,Yatra,7011,25.8
10/3/2021,Citi Cash Back,C142460,A1234000105,H&M,5814,37.82
6/18/2021,Citi Cash Back,C111015,A1234000105,Croma,4722,10.19
6/23/2021,Citi Cash Back,C172377,A1234000105,Airbnb,4511,33.19
4/23/2021,Citi Cash Back,C183458,A1234000105,HPCL,5541,53.8
12/4/2021,Citi Cash Back,C188089,A1234000105,Croma,4121,86
7/1/2021,Citi Cash Back,C166869,A1234000105,Pantaloons,7832,33.55
4/2/2021,Citi Cash Back,C141681,A1234000105,Amazon,5944,20.18
4/13/2021,Citi Cash Back,C187506,A1234000105,Zomato,5541,38.22
8/11/2021,Citi Cash Back,C100076,A1234000105,Rapido,4511,83.6
6/3/2021,Citi Cash Back,C165905,A1234000105,Google Play,4722,96.54
12/24/2021,Citi Cash Back,C126955,A1234000105,Big Bazaar,4112,16.88
6/2/2021,Citi Cash Back,C110525,A1234000105,IndiGo,4121,81.3
9/2/2021,Citi Cash Back,C186826,A1234000105,DMart,5816,51.9
2/10/2021,Citi Cash Back,C128804,A1234000105,KFC,4511,51.7
2/1/2021,Citi Cash Back,C184474,A1234000105,Zomato,4121,56.43
12/8/2021,Citi Cash Back,C158358,A1234000105,1mg,5912,79
6/26/2021,Citi Cash Back,C196400,A1234000105,Swiggy,5541,93.4
8/15/2021,Citi Cash Back,C117813,A1234000105,1mg,5655,21.69
12/11/2021,Citi Cash Back,C110305,A1234000105,KFC,5944,33.5
11/2/2021,Citi Cash Back,C174370,A1234000105,PVR Cinemas,7011,73.4
3/9/2021,Citi Cash Back,C113445,A1234000105,BookMyShow,5411,10.53
2/21/2021,Citi Cash Back,C161670,A1234000105,Airbnb,6012,73
9/8/2021,Citi Cash Back,C134596,A1234000105,Emirates,5311,51.82
4/9/2021,Citi Cash Back,C173416,A1234000105,Domino's,6012,51
11/6/2021,Citi Cash Back,C106638,A1234000105,Rapido,4511,77.3
12/13/2021,Citi Cash Back,C108552,A1234000105,Singapore Airlines,6012,42.9
12/5/2021,Citi Cash Back,C189042,A1234000105,MakeMyTrip,4121,22.5
2/1/2021,Citi Cash Back,C195906,A1234000105,Vistara,4511,69.3
8/3/2021,Citi Cash Back,C177247,A1234000105,IndiGo,7011,81.2
10/20/2021,Citi Cash Back,C106240,A1234000105,Uber,5311,96.64
1/7/2021,Citi Cash Back,C187765,A1234000105,Nike,4511,36.37
3/2/2021,Citi Cash Back,C180294,A1234000105,Singapore Airlines,7011,72.7
8/30/2021,Citi Cash Back,C119828,A1234000105,Emirates,4511,80.06
5/15/2021,Citi Cash Back,C136324,A1234000105,Paytm,5812,51.71
2/11/2021,Citi Cash Back,C141413,A1234000105,Croma,5816,95.42
6/22/2021,Citi Cash Back,C183435,A1234000105,Emirates,5944,79.4
1/27/2021,Citi Cash Back,C113561,A1234000105,IndianOil,5944,22.4
10/21/2021,Citi Cash Back,C139516,A1234000105,BPCL,4511,60.65
9/21/2021,Citi Cash Back,C111141,A1234000105,Domino's,5732,52.28
1/3/2021,Citi Cash Back,C199590,A1234000105,Vistara,5411,32.2
6/10/2021,Citi Cash Back,C148743,A1234000105,DMart,4121,22.3
6/25/2021,Citi Cash Back,C161660,A1234000105,Uber,5651,59.2
10/6/2021,Citi Cash Back,C142477,A1234000105,Pantaloons,5411,93.43
10/15/2021,Citi Cash Back,C139886,A1234000105,Decathlon,5944,79.47
5/28/2021,Citi Cash Back,C112398,A1234000105,Apple,7011,23.8
3/16/2021,Citi Cash Back,C148806,A1234000105,Nike,5411,87.03
1/21/2021,Citi Cash Back,C196071,A1234000105,McDonald's,5651,30.2
1/15/2021,Citi Cash Back,C165469,A1234000105,Qatar Airways,5411,84.32
6/19/2021,Citi Cash Back,C149919,A1234000105,Yatra,5651,94.15
3/30/2021,Citi Cash Back,C162282,A1234000105,CaratLane,5814,51.5
6/28/2021,Citi Cash Back,C114956,A1234000105,ITC Hotels,5912,74.1
7/16/2021,Citi Cash Back,C195362,A1234000105,Vijay Sales,5732,53.51
7/3/2021,Citi Cash Back,C196659,A1234000105,Qatar Airways,7832,48.7
1/12/2021,Citi Cash Back,C123194,A1234000105,IndianOil,5814,53.2
6/27/2021,Citi Cash Back,C157598,A1234000105,Booking.com,7832,40.63
5/13/2021,Citi Cash Back,C111254,A1234000105,Swiggy,7832,43.36
7/19/2021,Citi Cash Back,C158583,A1234000105,PhonePe,5732,27.1
8/28/2021,Citi Cash Back,C137164,A1234000105,Decathlon,5912,68.8
3/3/2021,Citi Cash Back,C179621,A1234000105,Decathlon,4511,98.75
10/1/2021,Citi Cash Back,C187577,A1234000105,Reliance Fresh,7011,24.9
7/12/2021,Citi Cash Back,C161899,A1234000105,IRCTC,5732,45.5
3/4/2021,Citi Cash Back,C183492,A1234000105,MakeMyTrip,5541,35.7
6/1/2021,Citi Cash Back,C192836,A1234000105,PhonePe,5912,80.34
9/4/2021,Citi Cash Back,C137534,A1234000105,BookMyShow,5651,42.82
5/21/2021,Citi Cash Back,C198929,A1234000105,KFC,4722,10.4
3/19/2021,Citi Cash Back,C120449,A1234000105,Apollo Pharmacy,4511,38.5
4/4/2021,Citi Cash Back,C178783,A1234000105,H&M,5651,53.3
7/4/2021,Citi Cash Back,C145082,A1234000105,Pantaloons,7011,24.4
6/21/2021,Citi Cash Back,C109450,A1234000105,Booking.com,4511,25.81
6/30/2021,Citi Cash Back,C116962,A1234000105,Airbnb,5912,23.21
7/4/2021,Citi Cash Back,C143246,A1234000105,Taj Hotels,7011,87.86
11/26/2021,Citi Cash Back,C175801,A1234000105,IRCTC,5941,26.87
9/19/2021,Citi Cash Back,C154060,A1234000105,Paytm,5651,56.24
1/26/2021,Citi Cash Back,C146467,A1234000105,BPCL,7832,42.32
12/10/2021,Citi Cash Back,C173657,A1234000105,IndianOil,5541,99.7
8/17/2021,Citi Cash Back,C191543,A1234000105,1mg,5411,75.1
1/1/2021,Citi Cash Back,C194900,A1234000105,Amazon,4722,53.7
1/14/2021,Citi Cash Back,C126002,A1234000105,Rapido,5812,92.7
9/13/2021,Citi Cash Back,C178302,A1234000105,Zomato,5541,32.32
10/6/2021,Citi Cash Back,C106045,A1234000105,Qatar Airways,5912,13.6
1/27/2021,Citi Cash Back,C170422,A1234000105,Tanishq,7832,34.8
10/6/2021,Citi Cash Back,C112804,A1234000105,1mg,5541,59.64
2/13/2021,Citi Cash Back,C126782,A1234000105,Qatar Airways,7011,98
3/17/2021,Citi Cash Back,C127806,A1234000105,Singapore Airlines,5944,44.9
9/30/2021,Citi Cash Back,C195552,A1234000105,Yatra,5651,66.7
1/20/2021,Citi Cash Back,C123402,A1234000105,MakeMyTrip,7011,59.3
2/24/2021,Citi Cash Back,C106188,A1234000105,BookMyShow,5912,72.76
5/4/2021,Citi Cash Back,C150034,A1234000105,Tanishq,5655,51.22
9/5/2021,Citi Cash Back,C193969,A1234000105,H&M,6012,35.02
10/7/2021,Citi Cash Back,C113645,A1234000105,Croma,4511,58.4
4/22/2021,Citi Cash Back,C144484,A1234000105,Decathlon,5812,47
11/12/2021,Citi Cash Back,C147043,A1234000105,ITC Hotels,5651,13.61
1/3/2021,Citi Cash Back,C133504,A1234000105,BookMyShow,6012,96.7
5/10/2021,Citi Cash Back,C107181,A1234000105,IndianOil,4511,99.25
11/20/2021,Citi Cash Back,C173122,A1234000105,DMart,5651,24.71
12/31/2021,Citi Cash Back,C122772,A1234000105,Airbnb,7011,93.37
2/16/2021,Citi Cash Back,C185194,A1234000105,H&M,5411,83.97
6/3/2021,Citi Cash Back,C105334,A1234000105,Airbnb,4511,81.2
5/23/2021,Citi Cash Back,C191449,A1234000105,Domino's,7832,72.9
3/19/2021,Citi Cash Back,C135961,A1234000105,Swiggy,5732,69
6/8/2021,Citi Cash Back,C191189,A1234000105,Croma,5944,63.61
11/25/2021,Citi Cash Back,C165372,A1234000105,Singapore Airlines,4511,29.08
6/19/2021,Citi Cash Back,C136678,A1234000105,CaratLane,6012,99.82
4/5/2021,Citi Cash Back,C111515,A1234000105,Ola,4511,90.1
10/9/2021,Citi Cash Back,C172120,A1234000105,Domino's,5651,12.18
8/2/2021,Citi Cash Back,C127946,A1234000105,IndianOil,5311,99.2
1/21/2021,Citi Cash Back,C144248,A1234000105,Qatar Airways,5411,60.84
1/10/2021,Citi Cash Back,C143151,A1234000105,BookMyShow,4121,79.8
4/29/2021,Citi Cash Back,C148275,A1234000105,H&M,7832,86.4
5/19/2021,Citi Cash Back,C197757,A1234000105,IndianOil,7011,35.2
1/13/2021,Citi Cash Back,C106776,A1234000105,DMart,4511,20.26
1/20/2021,Citi Cash Back,C140678,A1234000105,MakeMyTrip,5541,57.27
9/15/2021,Citi Cash Back,C146733,A1234000105,Qatar Airways,7011,60.1
9/1/2021,Citi Cash Back,C142002,A1234000105,AJIO,7011,34.5
5/19/2021,Citi Cash Back,C145848,A1234000105,1mg,4121,51.48
12/18/2021,Citi Cash Back,C177312,A1234000105,CaratLane,5541,20.42
10/21/2021,Citi Cash Back,C118180,A1234000105,Croma,5651,82.6
2/11/2021,Citi Cash Back,C154197,A1234000105,Air India,4511,96.2
9/12/2021,Citi Cash Back,C131831,A1234000105,H&M,5311,10.2
1/3/2021,Citi Cash Back,C167610,A1234000105,Vistara,7011,39.6
3/31/2021,Citi Cash Back,C135691,A1234000105,PharmEasy,7832,45.85
5/8/2021,Citi Cash Back,C172426,A1234000105,Air India,5411,25.5
12/6/2021,Citi Cash Back,C151534,A1234000105,H&M,5732,98.99
7/12/2021,Citi Cash Back,C195225,A1234000105,H&M,5651,30.85
10/22/2021,Citi Cash Back,C172327,A1234000105,Yatra,5814,78.8
6/14/2021,Citi Cash Back,C116839,A1234000105,PharmEasy,5651,43.43
1/23/2021,Citi Cash Back,C182858,A1234000105,Decathlon,5944,73.05
6/9/2021,Citi Cash Back,C107647,A1234000105,Google Play,4112,17.9
8/24/2021,Citi Cash Back,C184699,A1234000105,Croma,5541,36.69
10/24/2021,Citi Cash Back,C180425,A1234000105,IndianOil,5814,70.5
7/22/2021,Citi Cash Back,C198819,A1234000105,Marriott,5814,26.97
4/24/2021,Citi Cash Back,C122595,A1234000105,Uber,5655,46.2
8/28/2021,Citi Cash Back,C140217,A1234000105,Google Play,5814,99.6
11/25/2021,Citi Cash Back,C163903,A1234000105,KFC,5814,64.7
4/23/2021,Citi Cash Back,C184043,A1234000105,Reliance Fresh,7832,19.6
3/9/2021,Citi Cash Back,C163324,A1234000105,ITC Hotels,5411,13.97
6/29/2022,Citi PremierMiles,C125861,A1234000102,Swiggy,4121,41.6
3/21/2022,Citi PremierMiles,C120039,A1234000102,HPCL,6012,96
5/25/2022,Citi PremierMiles,C129198,A1234000102,INOX,5814,97.25
12/24/2022,Citi PremierMiles,C139718,A1234000102,Malabar Gold,6012,30.9
1/21/2022,Citi PremierMiles,C123523,A1234000102,Swiggy,4511,54.6
8/28/2022,Citi PremierMiles,C163565,A1234000102,Flipkart,7011,78.3
6/28/2022,Citi PremierMiles,C187079,A1234000102,Pantaloons,5655,95
10/19/2022,Citi PremierMiles,C133095,A1234000102,Paytm,5311,29.6
3/11/2022,Citi PremierMiles,C182296,A1234000102,Ola,5651,53.2
11/11/2022,Citi PremierMiles,C153240,A1234000102,BookMyShow,4511,54.72
2/3/2022,Citi PremierMiles,C135789,A1234000102,ITC Hotels,4511,97.28
10/27/2022,Citi PremierMiles,C195065,A1234000102,IndianOil,5541,44.81
2/19/2022,Citi PremierMiles,C189937,A1234000102,Decathlon,4121,39.3
5/26/2022,Citi PremierMiles,C173351,A1234000102,Google Play,5541,48.28
6/30/2022,Citi PremierMiles,C176291,A1234000102,Ola,5541,30.2
1/26/2022,Citi PremierMiles,C143192,A1234000102,H&M,5411,47.6
1/7/2022,Citi PremierMiles,C167342,A1234000102,PhonePe,5651,79.23
6/2/2022,Citi PremierMiles,C182760,A1234000102,Yatra,5651,47.2
9/25/2022,Citi PremierMiles,C103715,A1234000102,INOX,5944,18.7
10/8/2022,Citi PremierMiles,C163368,A1234000102,Uber,7011,22.3
3/18/2022,Citi PremierMiles,C198739,A1234000102,Apollo Pharmacy,7011,61.4
5/22/2022,Citi PremierMiles,C156578,A1234000102,IndianOil,7832,41.75
6/24/2022,Citi PremierMiles,C125974,A1234000102,IndiGo,7832,64.51
2/9/2022,Citi PremierMiles,C138569,A1234000102,Booking.com,5732,23
4/24/2022,Citi PremierMiles,C186493,A1234000102,KFC,5912,42.08
2/7/2022,Citi PremierMiles,C181381,A1234000102,DMart,5944,95.6
3/18/2022,Citi PremierMiles,C192536,A1234000102,Myntra,5732,14.02
1/28/2022,Citi PremierMiles,C157878,A1234000102,Ola,5651,81.47
7/24/2022,Citi PremierMiles,C125130,A1234000102,Paytm,4112,86.62
7/17/2022,Citi PremierMiles,C187607,A1234000102,Airbnb,4722,59.25
8/23/2022,Citi PremierMiles,C173533,A1234000102,CaratLane,5814,81.46
12/4/2022,Citi PremierMiles,C123156,A1234000102,Adidas,4722,69.73
9/26/2022,Citi PremierMiles,C110406,A1234000102,Reliance Fresh,5411,22
12/3/2022,Citi PremierMiles,C130453,A1234000102,CaratLane,5541,57.43
6/29/2022,Citi PremierMiles,C102475,A1234000102,Pantaloons,4511,24.1
8/25/2022,Citi PremierMiles,C187638,A1234000102,McDonald's,5944,15.5
9/4/2022,Citi PremierMiles,C162703,A1234000102,Booking.com,5944,31
1/9/2022,Citi PremierMiles,C182446,A1234000102,Flipkart,5912,63.08
7/21/2022,Citi PremierMiles,C127517,A1234000102,Vijay Sales,5732,40.1
1/29/2022,Citi PremierMiles,C165539,A1234000102,Uber,4121,29.57
12/26/2022,Citi PremierMiles,C165925,A1234000102,Nike,5944,44.6
8/31/2022,Citi PremierMiles,C150737,A1234000102,MakeMyTrip,4511,27.49
10/17/2022,Citi PremierMiles,C177677,A1234000102,Decathlon,7011,24
10/18/2022,Citi PremierMiles,C136485,A1234000102,Vijay Sales,5411,43.51
7/19/2022,Citi PremierMiles,C192201,A1234000102,Apple,4511,12.27
5/2/2022,Citi PremierMiles,C186178,A1234000102,Vistara,7832,73.2
5/4/2022,Citi PremierMiles,C138742,A1234000102,Swiggy,4511,65.51
1/12/2022,Citi PremierMiles,C160290,A1234000102,ITC Hotels,5651,70.55
5/13/2022,Citi PremierMiles,C106685,A1234000102,Swiggy,4511,79.14
5/31/2022,Citi PremierMiles,C107296,A1234000102,BPCL,5651,31.97
8/14/2022,Citi PremierMiles,C194466,A1234000102,IndiGo,7011,85.6
7/18/2022,Citi PremierMiles,C131428,A1234000102,Apollo Pharmacy,5944,39.49
1/3/2022,Citi PremierMiles,C168604,A1234000102,PhonePe,5944,40.84
2/26/2022,Citi PremierMiles,C118220,A1234000102,BookMyShow,5651,82.89
3/19/2022,Citi PremierMiles,C168317,A1234000102,PVR Cinemas,5912,74.2
12/28/2022,Citi PremierMiles,C149892,A1234000102,PharmEasy,6012,79
3/18/2022,Citi PremierMiles,C138060,A1234000102,Apollo Pharmacy,6012,68.2
7/5/2022,Citi PremierMiles,C170039,A1234000102,KFC,5655,44.35
2/18/2022,Citi PremierMiles,C106671,A1234000102,KFC,7011,58.6
8/20/2022,Citi PremierMiles,C147886,A1234000102,Yatra,5651,56.22
10/1/2022,Citi PremierMiles,C144208,A1234000102,Emirates,4121,26.5
11/3/2022,Citi PremierMiles,C173823,A1234000102,AJIO,7011,77.74
5/20/2022,Citi PremierMiles,C143150,A1234000102,McDonald's,4121,73.3
9/28/2022,Citi PremierMiles,C160216,A1234000102,IndianOil,5541,45.01
12/28/2022,Citi PremierMiles,C177991,A1234000102,Decathlon,6012,95.06
2/22/2022,Citi PremierMiles,C154656,A1234000102,Decathlon,4722,45.6
11/4/2022,Citi PremierMiles,C156118,A1234000102,PharmEasy,5912,23.1
7/14/2022,Citi PremierMiles,C160697,A1234000102,Air India,5651,100.7
11/15/2022,Citi PremierMiles,C101586,A1234000102,Google Play,5944,79.8
7/5/2022,Citi PremierMiles,C128335,A1234000102,Tanishq,5814,62.7
1/6/2022,Citi PremierMiles,C194067,A1234000102,Swiggy,4121,65.5
9/27/2022,Citi PremierMiles,C163549,A1234000102,Emirates,5541,38.41
2/8/2022,Citi PremierMiles,C131338,A1234000102,Airbnb,5541,63.73
4/30/2022,Citi PremierMiles,C162839,A1234000102,Flipkart,5541,90
12/29/2022,Citi PremierMiles,C196453,A1234000102,Emirates,5814,30.6
2/19/2022,Citi PremierMiles,C165966,A1234000102,KFC,5814,24.76
12/11/2022,Citi PremierMiles,C103026,A1234000102,Airbnb,5541,80.94
7/26/2022,Citi PremierMiles,C194858,A1234000102,BookMyShow,5651,72
6/15/2022,Citi PremierMiles,C104611,A1234000102,MakeMyTrip,4511,28.8
7/8/2022,Citi PremierMiles,C184952,A1234000102,CaratLane,4121,71.3
3/1/2022,Citi PremierMiles,C198174,A1234000102,IndiGo,7832,75.5
10/23/2022,Citi PremierMiles,C107057,A1234000102,INOX,5912,35.61
7/13/2022,Citi PremierMiles,C134546,A1234000102,Qatar Airways,5732,37.9
6/4/2022,Citi PremierMiles,C190733,A1234000102,Domino's,5655,23.7
5/31/2022,Citi PremierMiles,C151939,A1234000102,Vistara,5812,60.8
8/13/2022,Citi PremierMiles,C164810,A1234000102,Airbnb,5651,69
8/13/2022,Citi PremierMiles,C164582,A1234000102,Zomato,5311,60.7
10/30/2022,Citi PremierMiles,C197289,A1234000102,Tanishq,5541,35.26
9/24/2022,Citi PremierMiles,C104755,A1234000102,Taj Hotels,4112,54.7
1/5/2022,Citi PremierMiles,C192245,A1234000102,Yatra,7832,40.1
1/22/2022,Citi PremierMiles,C109359,A1234000102,BPCL,5912,40.56
11/2/2022,Citi PremierMiles,C137023,A1234000102,Air India,5814,50.2
6/29/2022,Citi PremierMiles,C117187,A1234000102,Adidas,5732,47.4
9/8/2022,Citi PremierMiles,C154360,A1234000102,Decathlon,4121,40.1
4/15/2022,Citi PremierMiles,C160674,A1234000102,ITC Hotels,5814,47.8
3/1/2022,Citi PremierMiles,C161921,A1234000102,Singapore Airlines,5655,17.6
6/19/2022,Citi PremierMiles,C171595,A1234000102,Marriott,7832,30
11/8/2022,Citi PremierMiles,C147301,A1234000102,McDonald's,5311,100.98
7/15/2022,Citi PremierMiles,C110833,A1234000102,Nike,4121,67.36
1/29/2022,Citi PremierMiles,C174451,A1234000102,Zomato,5651,52.7
1/21/2022,Citi PremierMiles,C101738,A1234000102,Reliance Fresh,5944,12.2
1/9/2022,Citi PremierMiles,C182821,A1234000102,Singapore Airlines,5651,25.5
3/28/2022,Citi PremierMiles,C138000,A1234000102,BookMyShow,5814,13.74
11/1/2022,Citi PremierMiles,C153005,A1234000102,PhonePe,4511,35.97
5/18/2022,Citi PremierMiles,C187542,A1234000102,Decathlon,5411,68.51
9/25/2022,Citi PremierMiles,C155729,A1234000102,Booking.com,7011,60.8
4/16/2022,Citi PremierMiles,C151706,A1234000102,McDonald's,5732,11.8
11/2/2022,Citi PremierMiles,C190355,A1234000102,Shell,5941,64.68
11/28/2022,Citi PremierMiles,C179413,A1234000102,Air India,7832,12
11/24/2022,Citi PremierMiles,C134866,A1234000102,Air India,5912,24.47
11/18/2022,Citi PremierMiles,C164842,A1234000102,Airbnb,7011,25.2
4/29/2022,Citi PremierMiles,C172696,A1234000102,Nike,5651,88.23
8/3/2022,Citi PremierMiles,C120824,A1234000102,Taj Hotels,5541,28.98
2/6/2022,Citi PremierMiles,C177219,A1234000102,McDonald's,7011,88.8
1/28/2022,Citi PremierMiles,C169528,A1234000102,Malabar Gold,4511,62.87
7/12/2022,Citi PremierMiles,C148337,A1234000102,Booking.com,5912,71.1
10/21/2022,Citi PremierMiles,C154032,A1234000102,Airbnb,6012,60.15
11/5/2022,Citi PremierMiles,C154393,A1234000102,Nike,7011,67.14
8/27/2022,Citi PremierMiles,C184887,A1234000102,Uber,5541,16.8
3/29/2022,Citi PremierMiles,C152155,A1234000102,Ola,5311,47.5
8/16/2022,Citi PremierMiles,C141402,A1234000102,PVR Cinemas,6012,33.87
5/12/2022,Citi PremierMiles,C183522,A1234000102,PhonePe,7011,76.6
5/20/2022,Citi PremierMiles,C133306,A1234000102,Apple,5812,16.9
10/30/2022,Citi PremierMiles,C106108,A1234000102,IndiGo,7011,80.3
4/17/2022,Citi PremierMiles,C195879,A1234000102,AJIO,5655,16.8
5/13/2022,Citi PremierMiles,C121138,A1234000102,Domino's,5541,42.8
4/6/2022,Citi PremierMiles,C167360,A1234000102,Decathlon,5814,56.96
5/1/2022,Citi PremierMiles,C192306,A1234000102,Ola,5912,92.6
6/20/2022,Citi PremierMiles,C148566,A1234000102,Shell,5411,80.2
12/19/2022,Citi PremierMiles,C197458,A1234000102,DMart,5732,14.05
2/1/2022,Citi PremierMiles,C168970,A1234000102,Decathlon,6012,86.6
7/21/2022,Citi PremierMiles,C107572,A1234000102,Paytm,5944,77.48
6/16/2022,Citi PremierMiles,C183190,A1234000102,PVR Cinemas,4121,28.1
1/18/2022,Citi PremierMiles,C105482,A1234000102,Apple,7832,72.85
10/19/2022,Citi PremierMiles,C192462,A1234000102,Pantaloons,5814,62.8
8/23/2022,Citi PremierMiles,C134619,A1234000102,IndianOil,7832,50.1
2/22/2022,Citi PremierMiles,C177010,A1234000102,Croma,7011,85.47
4/24/2022,Citi PremierMiles,C100225,A1234000102,Croma,5541,35.2
5/28/2022,Citi PremierMiles,C128082,A1234000102,Apple,4511,17.88
9/15/2022,Citi PremierMiles,C170799,A1234000102,Myntra,5814,94.18
6/13/2022,Citi PremierMiles,C128147,A1234000102,Decathlon,4511,90.56
11/3/2022,Citi PremierMiles,C114224,A1234000102,DMart,5732,87.23
7/2/2022,Citi PremierMiles,C103326,A1234000102,Decathlon,4511,42.41
10/23/2022,Citi PremierMiles,C149166,A1234000102,Myntra,4511,77.7
10/3/2022,Citi PremierMiles,C188483,A1234000102,INOX,4511,20.26
10/1/2022,Citi PremierMiles,C143746,A1234000102,Rapido,5944,98.57
12/4/2022,Citi PremierMiles,C175327,A1234000102,Big Bazaar,4121,54.81
4/15/2022,Citi PremierMiles,C139348,A1234000102,BookMyShow,7011,80.58
8/5/2022,Citi PremierMiles,C102110,A1234000102,Taj Hotels,6012,70.02
2/14/2022,Citi PremierMiles,C154050,A1234000102,Amazon,5411,35.4
2/11/2022,Citi PremierMiles,C134701,A1234000102,Shell,5411,18.3
5/6/2022,Citi PremierMiles,C135568,A1234000102,Marriott,5814,70.2
2/14/2022,Citi PremierMiles,C191467,A1234000102,Emirates,5411,17.74
1/10/2022,Citi PremierMiles,C192174,A1234000102,DMart,5816,55.41
10/26/2022,Citi PremierMiles,C154787,A1234000102,Marriott,5411,57
2/20/2022,Citi PremierMiles,C186038,A1234000102,PharmEasy,5912,28.05
12/12/2022,Citi PremierMiles,C189058,A1234000102,Croma,5732,100.3
6/29/2022,Citi PremierMiles,C198268,A1234000102,Swiggy,5816,85.18
12/11/2022,Citi PremierMiles,C136565,A1234000102,Emirates,5651,48.3
10/18/2022,Citi PremierMiles,C111957,A1234000102,Adidas,5541,98.49
10/31/2022,Citi PremierMiles,C109742,A1234000102,McDonald's,5912,39
1/14/2022,Citi PremierMiles,C116062,A1234000102,Apollo Pharmacy,5651,95.42
9/18/2022,Citi PremierMiles,C148478,A1234000102,KFC,5651,15.3
3/30/2022,Citi PremierMiles,C137495,A1234000102,Croma,7832,67.5
3/4/2022,Citi PremierMiles,C192068,A1234000102,Nike,4121,83.3
9/26/2022,Citi PremierMiles,C141069,A1234000102,ITC Hotels,7011,22.6
12/14/2022,Citi PremierMiles,C137929,A1234000102,Singapore Airlines,5651,69.43
12/15/2022,Citi PremierMiles,C119464,A1234000102,IndiGo,5541,32.4
11/19/2022,Citi PremierMiles,C107115,A1234000102,Big Bazaar,5944,49.6
9/17/2022,Citi PremierMiles,C199361,A1234000102,Vijay Sales,4511,59.06
1/4/2022,Citi PremierMiles,C134743,A1234000102,Reliance Fresh,5541,41.59
9/24/2022,Citi PremierMiles,C109268,A1234000102,Airbnb,7011,72.13
9/27/2022,Citi PremierMiles,C120469,A1234000102,Zara,5655,21.6
6/25/2022,Citi PremierMiles,C188534,A1234000102,Vistara,5541,45.2
1/12/2022,Citi PremierMiles,C185341,A1234000102,Uber,5912,43.53
2/28/2022,Citi PremierMiles,C175868,A1234000102,Shell,4511,56.6
9/29/2022,Citi PremierMiles,C129682,A1234000102,Flipkart,7832,41.4
4/26/2022,Citi PremierMiles,C162527,A1234000102,ITC Hotels,7011,62
10/22/2022,Citi PremierMiles,C165201,A1234000102,PharmEasy,7011,92.4
10/26/2022,Citi PremierMiles,C149029,A1234000102,H&M,7011,85.81
11/3/2022,Citi PremierMiles,C138126,A1234000102,Apple,7832,91.64
2/11/2022,Citi PremierMiles,C106201,A1234000102,Vistara,4121,59.3
7/19/2022,Citi PremierMiles,C108161,A1234000102,Apple,4722,20
12/13/2022,Citi PremierMiles,C166492,A1234000102,Croma,5655,79.6
5/4/2022,Citi PremierMiles,C115434,A1234000102,Emirates,4511,57
2/22/2022,Citi PremierMiles,C197714,A1234000102,Taj Hotels,6012,61.58
11/21/2022,Citi PremierMiles,C144792,A1234000102,Qatar Airways,5311,12.65
9/17/2022,Citi PremierMiles,C185096,A1234000102,AJIO,7832,66.58
2/17/2022,Citi PremierMiles,C191499,A1234000102,Airbnb,6012,22.85
1/19/2022,Citi PremierMiles,C108993,A1234000102,Google Play,7832,71.3
12/31/2022,Citi PremierMiles,C166159,A1234000102,IndianOil,5541,29.9
8/1/2022,Citi PremierMiles,C186982,A1234000102,Reliance Fresh,5941,14.01
9/14/2022,Citi PremierMiles,C175276,A1234000102,Big Bazaar,7011,25.22
10/12/2022,Citi PremierMiles,C142761,A1234000102,Pantaloons,5655,53.57
11/13/2022,Citi PremierMiles,C120341,A1234000102,PhonePe,4511,41.3
11/13/2022,Citi PremierMiles,C187039,A1234000102,Vijay Sales,7011,64.9
7/21/2022,Citi PremierMiles,C186912,A1234000102,INOX,4511,42.1
11/11/2022,Citi PremierMiles,C131329,A1234000102,Taj Hotels,7011,80.92
2/27/2022,Citi PremierMiles,C198338,A1234000102,Singapore Airlines,7832,78.78
11/13/2022,Citi PremierMiles,C189934,A1234000102,Rapido,7832,58.6
5/22/2022,Citi PremierMiles,C119800,A1234000102,Air India,4511,75.61
10/16/2022,Citi PremierMiles,C151608,A1234000102,Singapore Airlines,7011,57.2
11/6/2022,Citi PremierMiles,C133352,A1234000102,Adidas,4112,13.6
3/23/2022,Citi PremierMiles,C100025,A1234000102,BookMyShow,5732,18.1
5/6/2022,Citi PremierMiles,C199724,A1234000102,IndiGo,5411,31.3
